,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,lat,lon
1705,1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,gritty,spicy,hammy,0,0
1706,1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,waxy,leather,,0,0
1707,785,Raaka,U.S.A,2011,Dominican republic,La Red,85,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,pasty,bitter,cocoa,0,0
1708,959,Raaka,U.S.A,2012,Madagascar,Madagascar,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sticky,candied,,0,0
1709,1708,Raaka,U.S.A,2015,Congo,Virunga,75,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,refined,honey,rubber,,0,0
1710,1788,Raaka,U.S.A,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,green,citrus,,0,0
1711,2032,Raaka,U.S.A,2017,Haiti,"Pisa, roasted",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic cocoa,,,,0,0
1712,2032,Raaka,U.S.A,2017,Haiti,"Pisa, unroasted",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,green,,,,0,0
1713,470,Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,Easter candy,burnt,,,0,0
1714,1562,Ranger,U.S.A,2015,Peru,"Tumbes, Batch 2",73,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,raisins,nutty,,0,0
1715,1562,Ranger,U.S.A,2015,Peru,"Chulucanas, Batch 1",80,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,melon,,,0,0
1716,1558,Ranger,U.S.A,2015,Peru,"San Martin, Batch 2",70,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,intense vinegar,,,0,0
1717,1872,Raoul Boulanger,France,2016,Peru,Piura,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,cocoa,,,0,0
1718,2158,Raphio,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,complex,maple,,0,0
1719,2158,Raphio,U.S.A,2018,Peru,"El Gran Sapasoa, batch IP7487",72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dominant spice,,,,0,0
1720,2166,Raphio,U.S.A,2018,Ecuador,Camino Verde,72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,malt,high astringcy,,0,0
1721,2330,Raphio,U.S.A,2019,Dominican republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,roasted cacao,dirty,,0,0
1722,2334,Raphio,U.S.A,2019,Nicaragua,Matagalpa,72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,earthy,roasty,dirty,0,0
1723,170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vanilla,dark roast,spicy,,0,0
1724,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,caramel,dairy,,0,0
1725,147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cinamon,hazelnut,roasty,,0,0
1726,439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong rubber,off chemical,,,0,0
1727,494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong spicey,earthy green,,,0,0
1728,745,Ritual,U.S.A,2011,Costa rica,Costa Rica,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,woody,astringent,,0,0
1729,891,Ritual,U.S.A,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark berry,tropical,nutty,,0,0
1730,979,Ritual,U.S.A,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,orange,heavy roast,,,0,0
1731,967,Ritual,U.S.A,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,nut,bitter,roasty,0,0
1732,1089,Ritual,U.S.A,2013,Belize,"Toledo District, Maya, batch 001",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,thick,slow,pure,,0,0
1733,1181,Ritual,U.S.A,2013,Peru,"Maranon, Cajamarca, batch 002",75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,roasty,spice,,0,0
1734,1466,Ritual,U.S.A,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,woody,bourbon,,0,0
1735,1466,Ritual,U.S.A,2015,Blend,"Mid Mountain, 2014, batch 002",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,woody,,,0,0
1736,1860,Ritual,U.S.A,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,balanced,,0,0
1737,2008,Ritual,U.S.A,2017,Mexico,Xoconusco,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,coffee,rich cocoa,,0,0
1738,2282,Ritual,U.S.A,2019,Nicaragua,"La Colonia, Enliven Cacao",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,honey,fruit,nut,0,0
1739,2418,Ritual,U.S.A,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich brownie,dried fruit,,,0,0
1740,2080,River-Sea,U.S.A,2018,Tanzania,"Kokoa Kamili, Morogoro",72,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,heavy roast,,,0,0
1741,2354,River-Sea,U.S.A,2019,Fiji,"Vanua Levu, Matasawalevu",70,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubbery,nutty,,0,0
1742,2354,River-Sea,U.S.A,2019,Peru,Ucayali,70,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubbery,off,,0,0
1743,1844,Roasting Masters,South korea,2016,Costa rica,"La Dorado, light roast",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,intense,,,0,0
1744,1844,Roasting Masters,South korea,2016,Costa rica,"Tapanti, light roast",70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,honey,slight sour,,0,0
1745,1844,Roasting Masters,South korea,2016,Costa rica,Maleku,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,intense,,0,0
1746,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,nutty,,,0,0
1747,1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar w/ nibs,68,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic cocoa,large nibs,,,0,0
1748,213,Rogue,U.S.A,2008,Madagascar,"Sambirano, 2008",70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisins,sour,roasty,,0,0
1749,213,Rogue,U.S.A,2008,Trinidad,Trinidad,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,honey,roasty,,0,0
1750,213,Rogue,U.S.A,2008,Dominican republic,"Hispaniola, 2008",70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,earthy,mild off note,,0,0
1751,213,Rogue,U.S.A,2008,Jamaica,Jamaica,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,heavy roast,woody,,0,0
1752,327,Rogue,U.S.A,2009,Venezuela,Rio Caribe,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mint,sweet spices,,,0,0
1753,565,Rogue,U.S.A,2010,Peru,Piura,75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,intense,fruit,complex,0,0
1754,793,Rogue,U.S.A,2011,Bolivia,"Silvestre, Batch 1, 2011",75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich brownie,roasty,sour,,0,0
1755,979,Rogue,U.S.A,2012,Ecuador,"Camino Verde P., Balao, Guayas",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,bourbon,mocha,,0,0
1756,1081,Rogue,U.S.A,2013,Bolivia,"Silvestre, Batch 7, 2013",75,4,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,banana,tart,roasty,0,0
1757,1193,Rogue,U.S.A,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,dark berry,spice,,0,0
1758,1038,Rogue,U.S.A,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,heavy roast,citrus,,0,0
1759,1081,Rogue,U.S.A,2013,Dominican republic,"Hispaniola, 2013",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,earthy,smokey,,0,0
1760,1209,Rogue,U.S.A,2014,Venezuela,Porcelana,80,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red fruit,intense,earthy,,0,0
1761,1446,Rogue,U.S.A,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,deep,rich,nutty,roasty,0,0
1762,1566,Rogue,U.S.A,2015,Bolivia,"Tranquilidad, Batch 1",75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,dried fruit,sour,,0,0
1763,1748,Rogue,U.S.A,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,robust,tart,roasty,,0,0
1764,713,Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,coffee,,0,0
1765,717,Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,uneven melt,cashew,,,0,0
1766,765,Rozsavolgyi,Hungary,2011,Principe,Principe,77,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,nutty,fat residue,,0,0
1767,717,Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,burnt,chemical,,0,0
1768,809,Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,chemical,roasty,,0,0
1769,871,Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,sour tang,off notes,,0,0
1770,871,Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76,2.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,burnt,nut,vegetal,0,0
1771,2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,chocolate,mellow,,0,0
1772,1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,off note,vegetal,nibby,,0,0
1773,2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,coarse,astringent,,0,0
1774,2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa base,spice,,,0,0
1775,813,Sacred,U.S.A,2012,Blend,"Twilight, Central and S. America",69,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,grassy,maple,,,0,0
1776,813,Sacred,U.S.A,2012,Blend,"Midnight, Central and S. America",83,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,grassy,strong bitter,,,0,0
1777,288,Salgado,Argentina,2008,Brazil,Bahia Superior,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,vanilla,rich,,0,0
1778,288,Salgado,Argentina,2008,Ecuador,Esmeraldas,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,spicy,floral,,0,0
1779,288,Salgado,Argentina,2008,Venezuela,Carenero Superior,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,basic cocoa,,,0,0
1780,292,Salgado,Argentina,2008,Ecuador,Rio Arriba,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,spicey,,,0,0
1781,2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,few grits,basic,gateway,,0,0
1782,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,cherry,marshmallow,,0,0
1783,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,cherry,marshmallow,,0,0
1784,32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,too sweet,candy-like,,,0,0
1785,414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,marshmallow,,,0,0
1786,404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75,2.75,3,have_bean,have_not_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich cocoa,marshmallow,,0,0
1787,761,Santome,France,2011,Sao tome,Sao Tome,70,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,vanilla,,,0,0
1788,15,Scharffen Berger,U.S.A,2006,Blend,Bittersweet,70,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,mild bitter,,,0,0
1789,56,Scharffen Berger,U.S.A,2006,Blend,Semisweet,62,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tobacco,sweet,dairy,,0,0
1790,15,Scharffen Berger,U.S.A,2006,Blend,Extra Dark,82,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,bitter,poor aftertaste,,0,0
1791,40,Scharffen Berger,U.S.A,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",68,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,smokey,burnt,,0,0
1792,56,Scharffen Berger,U.S.A,2006,Jamaica,Jamaica a l'ancienne,70,2,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fresh nibs,chocolate base off,,,0,0
1793,135,Scharffen Berger,U.S.A,2007,Venezuela,Cuyagua,75,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,strawberry,tart,,0,0
1794,117,Scharffen Berger,U.S.A,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong smokey tobacco,,,,0,0
1795,135,Scharffen Berger,U.S.A,2007,Blend,Nibby,62,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,base cocoa,,,0,0
1796,188,Scharffen Berger,U.S.A,2007,Blend,Antilles (Trin/Gren/DR/Ven),75,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,complex,cocoa base,,0,0
1797,227,Scharffen Berger,U.S.A,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,black pepper,smoke,,0,0
1798,336,Scharffen Berger,U.S.A,2009,Ghana,Asante,65,4,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,delicate cocoa,long,,0,0
1799,336,Scharffen Berger,U.S.A,2009,Brazil,Tome Acu,68,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,tart,earthy,,0,0
1800,445,Scharffen Berger,U.S.A,2009,Vietnam,Ben Tre,72,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,grassy,banana,tart,0,0
1801,464,Scharffen Berger,U.S.A,2010,Madagascar,Amina,65,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,clingy,subtle,tangy,citrus,0,0
1802,464,Scharffen Berger,U.S.A,2010,Grenada,Camahogne,68,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,grassy,minty,,0,0
1803,781,Scharffen Berger,U.S.A,2011,Papua new guinea,Markham Valley,68,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,wine,rich,smoke,0,0
1804,959,Scharffen Berger,U.S.A,2012,Peru,San Juan de Cheni,78,4,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,banana,pear,spice,cheese,0,0
1805,1658,Seaforth,U.k.,2015,Dominican republic,Dominican Republic,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,vegetal,earthy,,0,0
1806,1658,Seaforth,U.k.,2015,Grenada,Grenada,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off,sweet,orange,rubber,0,0
1807,2104,Seahorse,U.S.A,2018,Tanzania,Kokoa Kamili,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,cherry,cocoa,,0,0
1808,2108,Seahorse,U.S.A,2018,Dominican republic,Zorzal,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,mild fruit,sticky,,0,0
1809,2104,Seahorse,U.S.A,2018,Honduras,Wampusirpi,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,earthy,surface mark,,0,0
1810,2446,Seahorse,U.S.A,2019,Uganda,Semulivi Forest,70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,roasty,sticky,,0,0
1811,2446,Seahorse,U.S.A,2019,Fiji,Matasawalevu,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sharp,raw,metallic,,0,0
1812,2366,Shane Chocolate Works,U.S.A,2019,Belize,Belize,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,full cocoa flavor,,,,0,0
1813,2370,Shane Chocolate Works,U.S.A,2019,Guatemala,Guatemala,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,rich cocoa,sweet,,0,0
1814,2370,Shane Chocolate Works,U.S.A,2019,Colombia,Colombia,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,astringent,,,0,0
1815,1335,Shark Mountain,U.S.A,2014,Belize,"Belize, 2013",72,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,blueberry,,,0,0
1816,1335,Shark Mountain,U.S.A,2014,Ecuador,Ecuador,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coffee,nutty,,,0,0
